HomeTeam,AwayTeam,FTR,AvgH,AvgD,AvgA,AvgMORE25,AvgCLESS25,FTHG,FTAG,HomeGoalsScoredHome,HomeGoalsConcededHome,AwayGoalsScoredAway,AwayGoalsConcededAway,APHH,APHA,APAH,APAA
Hertha,Freiburg,H,2.0,3.5,3.6,1.9,1.9,3,0,7,7,3,5,1.4,0.6,1.4,0.8
Stuttgart,Augsburg,H,2.2,3.5,3.1,1.72,2.1,2,1,11,7,2,7,1.8,0.8,1.6,0.6
Dortmund,RB Leipzig,H,2.15,3.75,3.1,1.61,2.3,3,2,12,3,12,3,2.4,2.0,1.6,2.4
Hoffenheim,Schalke 04,H,1.2,7.0,13.0,1.4,3.0,4,2,10,5,2,17,2.0,0.6,0.8,0.0
Werder Bremen,Leverkusen,D,4.33,3.75,1.8,1.83,2.07,0,0,5,11,2,6,0.6,0.8,1.8,1.0
Wolfsburg,Union Berlin,H,1.75,3.75,4.75,1.9,1.9,3,0,10,5,4,8,1.8,1.8,2.2,1.0
Bayern Munich,M'gladbach,H,1.33,5.75,7.5,1.28,3.75,6,0,16,4,10,11,2.6,1.8,1.8,0.8
FC Koln,Freiburg,A,2.0,3.6,3.6,1.8,2.0,1,4,7,8,3,8,1.0,0.6,1.4,0.6
Ein Frankfurt,Mainz,D,1.75,4.2,4.0,1.53,2.5,1,1,14,7,8,4,2.6,0.8,1.6,2.6
Hertha,Bielefeld,D,1.83,3.6,4.33,1.94,1.96,0,0,10,6,3,10,2.0,0.6,1.4,1.0
Schalke 04,Hertha,A,7.0,4.5,1.44,1.61,2.3,1,2,1,10,3,7,0.8,0.0,2.2,0.6
Augsburg,Werder Bremen,H,2.45,3.25,3.0,2.1,1.72,2,0,8,6,5,9,1.6,0.0,0.2,0.8
Bielefeld,Hoffenheim,D,2.62,3.75,2.4,1.72,2.1,1,1,2,3,3,6,1.4,1.2,2.0,0.6
Freiburg,Bayern Munich,D,10.0,5.25,1.3,1.28,3.75,2,2,7,5,9,7,1.4,0.6,2.6,1.8
Hertha,FC Koln,D,2.5,3.4,2.8,2.0,1.8,0,0,10,3,5,13,2.2,1.0,1.0,0.6
Leverkusen,Union Berlin,D,1.83,3.8,3.9,1.9,1.9,1,1,10,6,3,11,1.8,1.0,2.2,0.4
M'gladbach,Stuttgart,A,1.6,4.5,4.75,1.36,3.2,1,2,12,4,3,9,1.8,0.8,1.8,0.8
Schalke 04,Ein Frankfurt,H,13.0,7.0,1.2,1.3,3.5,4,3,2,9,5,11,0.8,0.0,2.2,0.8
Mainz,Dortmund,A,6.0,5.0,1.44,1.4,3.0,1,3,5,4,13,8,1.6,2.2,2.4,2.0
RB Leipzig,Wolfsburg,D,2.1,3.5,3.4,1.72,2.1,2,2,6,4,12,8,1.6,1.8,1.8,1.8
Bayern Munich,Augsburg,H,1.12,9.0,17.0,1.14,5.5,5,2,17,3,2,9,2.6,2.0,2.0,0.0
Dortmund,Leverkusen,H,1.5,4.5,6.0,1.3,3.5,3,1,12,5,1,5,2.4,2.0,2.0,1.0
Ein Frankfurt,Freiburg,H,2.0,4.33,3.1,1.28,3.75,3,1,13,7,5,8,2.2,0.8,1.6,0.6
